locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
15451	NP_415847.1	16129292	7023	1394100	1395116	+	b1331	insH-4	IS5 transposase and trans-activator (NCBI)	COG3039	L	Transposase and inactivated derivatives, IS5 family			GO:0006313,GO:0003677,GO:0004803		
15452	NP_415848.1	16129293	7023	1395389	1395646	+	b1332	ynaJ	predicted inner membrane protein (NCBI)								
15453	NP_415849.1	16129294	7023	1396646	1395696	-	b1333	uspE	stress-induced protein (NCBI)	COG589	T	Universal stress protein UspA and related nucleotide-binding proteins			GO:0006950		
15454	NP_415850.1	16129295	7023	1397550	1396798	-	b1334	fnr	DNA-binding transcriptional dual regulator, global regulator of anaerobic growth (NCBI)	COG664	T	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases			GO:0006355,GO:0005622,GO:0003700		
15455	NP_415851.1	16129296	7023	1398260	1397745	-	b1335	ogt	O-6-alkylguanine-DNA:cysteine-protein methyltransferase (NCBI)	COG350	L	Methylated DNA-protein cysteine methyltransferase	TIGR00589 methylated-DNA-[protein]-cysteine S-methyltransferase	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0003908	2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase.
15456	NP_415852.2	90111251	7023	1399797	1398271	-	b1336	ydaH	putative pump protein (transport) (VIMSS)	COG2978	H	Putative p-aminobenzoyl-glutamate transporter	TIGR00819 AbgT transporter family [ydaH]	Hypothetical proteins:Conserved			
15457	NP_415853.1	16129298	7023	1401279	1399834	-	b1337	abgB	predicted peptidase, aminobenzoyl-glutamate utilization protein (NCBI)	COG1473	R	Metal-dependent amidase/aminoacylase/carboxypeptidase	TIGR01891 amidohydrolase	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0008237,GO:0046983		
15458	NP_415854.4	90111252	7023	1402589	1401279	-	b1338	ydaJ	putative aminohydrolase (EC 3.5.1.14) (VIMSS)	COG1473	R	Metal-dependent amidase/aminoacylase/carboxypeptidase	TIGR01891 amidohydrolase	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0008237,GO:0046983		
15459	NP_415855.1	16129300	7023	1402765	1403673	+	b1339	abgR	predicted DNA-binding transcriptional regulator (NCBI)	COG583	K	Transcriptional regulator			GO:0006355,GO:0005622,GO:0003700,GO:0043565		
1936472			7023	1403833	1403676	-	b4426	isrA	unknown RNA (NCBI)								
15460	NP_415856.1	16129301	7023	1404003	1404566	+	b1340	ydaL	hypothetical protein (NCBI)	COG2840	S	Uncharacterized protein conserved in bacteria					
15461	NP_415857.2	90111253	7023	1405819	1404587	-	b1341	b1341	orf, hypothetical protein (VIMSS)	COG2199	T	FOG: GGDEF domain	TIGR00229 PAS domain S-box protein,TIGR00254 diguanylate cyclase (GGDEF) domain	Signal transduction:Other	GO:0000160,GO:0007242,GO:0009190,GO:0000155,GO:0016849		
15462	NP_415858.1	16129303	7023	1406074	1407057	+	b1342	ydaN	zinc transporter (NCBI)	COG598	P	Mg2+ and Co2+ transporters			GO:0030001,GO:0016020,GO:0046873		
10279117			7023	1407153	1407274	+	b4699	fnrS	FNR-activated anaerobic sRNA antisense regulator down regulates cydDC, metE, sodA, sodB, Hfq-dependent; mediates negative FNR regulation (RefSeq)								
15463	NP_415859.1	16129304	7023	1407535	1408908	+	b1343	dbpA	ATP-dependent RNA helicase, specific for 23S rRNA (NCBI)	COG513	LKJ	Superfamily II DNA and RNA helicases			GO:0003676,GO:0005524,GO:0003677,GO:0008026	3.6.1.-	
15464	NP_415860.1	16129305	7023	1409972	1409037	-	b1344	ydaO	predicted C32 tRNA thiolase (NCBI)	COG37	D	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control					
15465	NP_415861.1	16129306	7023	1411259	1410024	-	b1345	intR	Rac prophage; integrase (NCBI)	COG582	L	Integrase			GO:0006310,GO:0015074,GO:0003677		
15466	NP_415862.4	90111254	7023	1411476	1411261	-	b1346	ydaQ	orf, hypothetical protein (VIMSS)								
15467	NP_415863.1	16129308	7023	1411764	1411555	-	b1347	ydaC	Rac prophage; predicted protein (NCBI)								
15468	NP_415864.1	16129309	7023	1411951	1411757	-	b1348	lar	Rac prophage; restriction alleviation protein (NCBI)				TIGR03655 restriction alleviation protein, Lar family	DNA metabolism:Restriction/modification			
15469	NP_415865.1	16129310	7023	1412817	1412008	-	b1349	recT	Rac prophage; recombination and repair protein (NCBI)	COG3723	L	Recombinational DNA repair protein (RecE pathway)	TIGR00616 recombinase, phage RecT family	Mobile and extrachromosomal element functions:Prophage functions	GO:0006259,GO:0003677		
15470	NP_415866.1	16129311	7023	1415410	1412810	-	b1350	recE	Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease (NCBI)							3.1.11.-	
15471	NP_415867.1	16129312	7023	1415787	1415512	-	b1351	racC	Rac prophage; predicted protein (NCBI)								
1936475	YP_588451.1	94541109	7023	1416032	1415862	-	b4526	ydaE	Rac prophage; conserved protein (NCBI)								
15473	NP_415869.2	90111255	7023	1416253	1416032	-	b1352	ydaD	orf, hypothetical protein (VIMSS)								
15474	NP_415870.4	90111256	7023	1416695	1417183	+	b1353	sieB	phage superinfection exclusion protein (VIMSS)								
15476	NP_415872.2	94541091	7023	1417335	1417180	-	b4527	b1354	orf, hypothetical protein (VIMSS)								
15477	NP_415873.2	90111257	7023	1417480	1417346	-	b1355	b1355	orf, hypothetical protein (VIMSS)								
15478	NP_415874.1	16129317	7023	1418265	1417789	-	b1356	racR	Rac prophage; predicted DNA-binding transcriptional regulator (NCBI)						GO:0003677		
15479	NP_415875.1	16129318	7023	1418389	1418685	+	b1357	ydaS	Rac prophage; predicted DNA-binding transcriptional regulator (NCBI)	COG4197	S	Uncharacterized protein conserved in bacteria, prophage-related			GO:0003677,GO:0043565		
15480	NP_415876.1	16129319	7023	1418708	1419130	+	b1358	ydaT	Rac prophage; predicted protein (NCBI)								
15481	NP_415877.1	16129320	7023	1419143	1420000	+	b1359	ydaU	Rac prophage; conserved protein (NCBI)	COG3756	S	Uncharacterized protein conserved in bacteria					
15482	NP_415878.1	16129321	7023	1420007	1420753	+	b1360	ydaV	Rac prophage; predicted DNA replication protein (NCBI)	COG1484	L	DNA replication protein			GO:0005524,GO:0017111		
15483			7023	1420725	1421224	+	b1361	ydaW	orf, hypothetical protein (VIMSS)								
15484			7023	1421225	1421668	+	b1362	rzpR	putative Rac prophage endopeptidase (VIMSS)							3.4.-.-	
1936482	YP_588452.1	94541110	7023	1421424	1421609	+	b4528	rzoR	Rac prophage; predicted lipoprotein (NCBI)						GO:0019064,GO:0019867		
15485	NP_415881.1	16129324	7023	1421806	1423263	+	b1363	trkG	Rac prophage; potassium transporter subunit (NCBI)	COG168	P	Trk-type K+ transport systems, membrane components	TIGR00933 potassium uptake protein, TrkH family	Transport and binding proteins:Cations and iron carrying compounds	GO:0006812,GO:0016021,GO:0008324		
15487	NP_415883.1	16129326	7023	1423401	1423664	+	b1365	ynaK	Rac prophage; conserved protein (NCBI)						GO:0003677		
15488			7023	1423654	1424106	+	b1366	ydaY	Rac prophage; predicted protein (RefSeq)								
15490			7023	1424478	1425410	+	b1368	ynaA	Rac prophage; predicted tail protein (RefSeq)								
1936483			7023	1425413	1425622	+	b4570	lomR									
15492	NP_415888.1	16129331	7023	1426750	1425770	-	b1370	insH-5	Rac prophage; IS5 transposase and trans-activator (NCBI)	COG3039	L	Transposase and inactivated derivatives, IS5 family			GO:0006313,GO:0003677,GO:0004803		
15494	NP_415890.2	90111261	7023	1427073	1430435	+	b1372	b1372	putative membrane protein (VIMSS)						GO:0004180,GO:0005198		
15495	NP_415891.1	16129334	7023	1430435	1431010	+	b1373	tfaR	Rac prophage; predicted tail fiber assembly protein (NCBI)								
15496	NP_415892.1	16129335	7023	1431698	1431108	-	b1374	pinR	Rac prophage; predicted site-specific recombinase (NCBI)	COG1961	L	Site-specific recombinases, DNA invertase Pin homologs			GO:0006310,GO:0000150,GO:0003677		
15497	NP_415893.1	16129336	7023	1432281	1432015	-	b1375	ynaE	Rac prophage; predicted DNA-binding transcriptional regulator (NCBI)								
3446175			7023	1433032	1432982	-	b4638	ttcC									
15498	NP_415894.4	90111262	7023	1433643	1433209	-	b1376	ynaF	putative filament protein (VIMSS)	COG589	T	Universal stress protein UspA and related nucleotide-binding proteins			GO:0006950		
15499	NP_415895.1	16129338	7023	1434917	1433784	-	b1377	ompN	outer membrane pore protein N, non-specific (NCBI)	COG3203	M	Outer membrane protein (porin)			GO:0006810,GO:0016020,GO:0005215		
1936487			7023	1435145	1435253	+	b4427	micC	regulatory sRNA (NCBI)								
15500	NP_415896.1	16129339	7023	1438808	1435284	-	b1378	ydbK	fused predicted pyruvate-flavodoxin oxidoreductase: conserved protein/conserved protein/FeS binding protein (NCBI)	COG674	C	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit	TIGR02176 pyruvate:ferredoxin (flavodoxin) oxidoreductase [nifJ]		GO:0006118,GO:0051536,GO:0019164,GO:0009055,GO:0005506,GO:0030976	1.2.7.1,1.2.7.-	Pyruvate synthase.,
1936488	YP_588453.1	94541111	7023	1439082	1439348	+	b4529	ydbJ	hypothetical protein (NCBI)	COG3042	R	Putative hemolysin					
15501	NP_415897.1	16129340	7023	1439767	1439345	-	b1379	hslJ	heat-inducible protein (NCBI)	COG3187	O	Heat shock protein					
15502	NP_415898.1	16129341	7023	1440867	1439878	-	b1380	ldhA	D-lactate dehydrogenase (NCBI)	COG1052	CHR	Lactate dehydrogenase and related dehydrogenases			GO:0008152,GO:0008720,GO:0051287	1.1.1.28	D-lactate dehydrogenase.
15503	NP_415899.1	16129342	7023	1441075	1443714	+	b1381	ydbH	hypothetical protein (NCBI)								
15504	NP_415900.1	16129343	7023	1443711	1443896	+	b1382	ynbE	predicted lipoprotein (NCBI)								
15505	NP_415901.2	90111263	7023	1443904	1444230	+	b1383	ydbL	orf, hypothetical protein (VIMSS)	COG3784	S	Uncharacterized protein conserved in bacteria					
15506	NP_415902.1	16129345	7023	1445307	1444402	-	b1384	feaR	DNA-binding transcriptional dual regulator (NCBI)	COG2207	K	AraC-type DNA-binding domain-containing proteins			GO:0006355,GO:0005622,GO:0003677,GO:0003700,GO:0043565		
15507	NP_415903.4	90111264	7023	1445543	1447042	+	b1385	feaB	phenylacetaldehyde dehydrogenase (VIMSS)	COG1012	C	NAD-dependent aldehyde dehydrogenases			GO:0008152,GO:0016491		
15508	NP_415904.3	162135920	7023	1449373	1447100	-	b1386	tynA	tyramine oxidase, copper-requiring (NCBI)	COG3733	Q	Cu2+-containing amine oxidase			GO:0009308,GO:0005507,GO:0048038,GO:0008131	1.4.3.21,1.4.3.6	Primary-amine oxidase.,Transferred entry: 1.4.3.21 and 1.4.3.22.
15509	NP_415905.1	16129348	7023	1451666	1449621	-	b1387	maoC	fused aldehyde dehydrogenase/enoyl-CoA hydratase (NCBI)	COG1012	C	NAD-dependent aldehyde dehydrogenases	TIGR02278 phenylacetic acid degradation protein paaN [paaN]		GO:0008152,GO:0016491		
15510	NP_415906.1	16129349	7023	1451951	1452880	+	b1388	paaA	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	COG3396	S	Uncharacterized conserved protein	TIGR02156 phenylacetate-CoA oxygenase, PaaG subunit [paaG]	Energy metabolism:Other	GO:0016491,GO:0046914		
15511	NP_415907.1	16129350	7023	1452892	1453179	+	b1389	paaB	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	COG3460	Q	Uncharacterized enzyme of phenylacetate metabolism	TIGR02157 phenylacetate-CoA oxygenase, PaaH subunit [paaH]	Energy metabolism:Other			
15512	NP_415908.1	16129351	7023	1453188	1453934	+	b1390	paaC	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	COG3396	S	Uncharacterized conserved protein	TIGR02158 phenylacetate-CoA oxygenase, PaaI subunit [paaI]	Energy metabolism:Other	GO:0016491,GO:0046914		
15513	NP_415909.4	226524712	7023	1453949	1454446	+	b1391	paaD	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (RefSeq)	COG2151	R	Predicted metal-sulfur cluster biosynthetic enzyme	TIGR02159 phenylacetate-CoA oxygenase, PaaJ subunit [paaJ]	Energy metabolism:Other			
15514	NP_415910.1	16129353	7023	1454454	1455524	+	b1392	paaE	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	COG1018	C	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	TIGR02160 phenylacetate-CoA oxygenase/reductase, PaaK subunit [paaK]	Energy metabolism:Other	GO:0006118,GO:0051536,GO:0009055		
15515	NP_415911.1	16129354	7023	1455521	1456288	+	b1393	paaF	enoyl-CoA hydratase-isomerase (NCBI)	COG1024	I	Enoyl-CoA hydratase/carnithine racemase			GO:0008152,GO:0004300	4.2.1.17	Enoyl-CoA hydratase.
15516	NP_415912.1	16129355	7023	1456288	1457076	+	b1394	paaG	enoyl-CoA hydratase (NCBI)	COG1024	I	Enoyl-CoA hydratase/carnithine racemase	TIGR02280 phenylacetate degradation probable enoyl-CoA hydratase paaB [paaB]		GO:0008152,GO:0004300	4.2.1.17	Enoyl-CoA hydratase.
15517	NP_415913.1	16129356	7023	1457078	1458505	+	b1395	paaH	3-hydroxybutyryl-CoA dehydrogenase (NCBI)	COG1250	I	3-hydroxyacyl-CoA dehydrogenase	TIGR02279 3-hydroxyacyl-CoA dehydrogenase PaaC [paaC]		GO:0006631,GO:0008691,GO:0050662	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.
15518	NP_415914.1	16129357	7023	1458495	1458917	+	b1396	paaI	predicted thioesterase (NCBI)	COG2050	Q	Uncharacterized protein, possibly involved in aromatic compounds catabolism	TIGR00369 uncharacterized domain 1,TIGR02286 phenylacetic acid degradation protein PaaD [paaD]				
15519	NP_415915.1	16129358	7023	1458917	1460122	+	b1397	paaJ	acetyl-CoA acetyltransferase (NCBI)	COG183	I	Acetyl-CoA acetyltransferase	TIGR01930 acetyl-CoA C-acetyltransferase,TIGR02430 3-oxoadipyl-CoA thiolase [pcaF]	Fatty acid and phospholipid metabolism:Other	GO:0019619,GO:0003985,GO:0016747	2.3.1.-,2.3.1.9	,Acetyl-CoA C-acetyltransferase.
15520	NP_415916.1	16129359	7023	1460149	1461462	+	b1398	paaK	phenylacetyl-CoA ligase (NCBI)	COG1541	H	Coenzyme F390 synthetase	TIGR02155 phenylacetate-CoA ligase [paaF]	Energy metabolism:Other	GO:0008152,GO:0047475	6.2.1.30	Phenylacetate--CoA ligase.
15521	NP_415917.1	16129360	7023	1461563	1462513	+	b1399	paaX	DNA-binding transcriptional repressor of phenylacetic acid degradation, aryl-CoA responsive (NCBI)	COG3327	K	Phenylacetic acid-responsive transcriptional repressor	TIGR02277 phenylacetic acid degradation operon negative regulatory protein PaaX [paaX]	Regulatory functions:DNA interactions			
15522	NP_415918.1	16129361	7023	1462495	1463085	+	b1400	paaY	predicted hexapeptide repeat acetyltransferase (NCBI)	COG663	R	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily	TIGR02287 phenylacetic acid degradation protein PaaY [paaY]	Energy metabolism:Other	GO:0008415,GO:0016740		
7497348	YP_002791240.1	226524713	7023	1463254	1463189	-	b4674	ynbG	expressed protein (RefSeq)								
1936492			7023	1463416	1465928	+	b4492	ydbA									
15524	NP_415920.1	16129363	7023	1466850	1465945	-	b1402	insD-2	IS2 insertion element transposase InsAB' (NCBI)	COG2801	L	Transposase and inactivated derivatives			GO:0015074,GO:0003677		
15525	NP_415921.2	145698254	7023	1467173	1466808	-	b1403	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	COG2963	L	Transposase and inactivated derivatives			GO:0006313,GO:0004803,GO:0003677		
15526	NP_415922.1	16129365	7023	1467382	1468533	+	b1404	insI-2	IS30 transposase (NCBI)	COG2826	L	Transposase and inactivated derivatives, IS30 family			GO:0006313,GO:0015074,GO:0003677,GO:0004803		
15528	NP_415924.1	16129367	7023	1472245	1473105	+	b1406	ydbC	predicted oxidoreductase, NAD(P)-binding (NCBI)	COG667	C	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)			GO:0016491		
15529	NP_415925.2	90111266	7023	1473168	1475474	+	b1407	ydbD	orf, hypothetical protein (VIMSS)								
15530	NP_415926.4	90111267	7023	1475645	1476250	+	b1408	b1408	probable enzyme (VIMSS)	COG558	I	Phosphatidylglycerophosphate synthase			GO:0008654,GO:0007186,GO:0016021,GO:0016020,GO:0008444,GO:0001584	2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase.
15531	NP_415927.1	16129370	7023	1476250	1477146	+	b1409	ynbB	predicted CDP-diglyceride synthase (NCBI)	COG4589	R	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase			GO:0008654,GO:0016020,GO:0004605	2.7.7.41	Phosphatidate cytidylyltransferase.
15532	NP_415928.1	16129371	7023	1477162	1478919	+	b1410	ynbC	predicted hydrolase (NCBI)	COG2267	I	Lysophospholipase					
15533	NP_415929.1	16129372	7023	1478933	1480225	+	b1411	ynbD	predicted phosphatase, inner membrane protein (NCBI)	COG671	I	Membrane-associated phospholipid phosphatase			GO:0006470,GO:0016020,GO:0004725,GO:0008138		
15534	NP_415930.1	16129373	7023	1480884	1480279	-	b1412	azoR	acyl carrier protein phosphodiesterase (NCBI)	COG1182	I	Acyl carrier protein phosphodiesterase			GO:0006118,GO:0016491,GO:0050662	1.7.-.-,3.1.4.14	,[Acyl-carrier-protein] phosphodiesterase.
15535	NP_415931.4	145698255	7023	1481085	1484987	+	b1413	hrpA	ATP-dependent helicase (RefSeq)	COG1643	L	HrpA-like helicases	TIGR01967 ATP-dependent helicase HrpA [hrpA]	Unknown function:Enzymes of unknown specificity	GO:0003676,GO:0005524,GO:0008026	3.6.1.-	
15536	NP_415932.1	16129375	7023	1485259	1486059	+	b1414	ydcF	hypothetical protein (NCBI)	COG1434	S	Uncharacterized conserved protein					
15537	NP_415933.1	16129376	7023	1486256	1487695	+	b1415	aldA	aldehyde dehydrogenase A, NAD-linked (NCBI)	COG1012	C	NAD-dependent aldehyde dehydrogenases			GO:0008152,GO:0016491		
1936496			7023	1488737	1487737	-	b4493	gapC									
15539	NP_415935.2	90111268	7023	1488926	1489456	+	b1418	cybB	cytochrome b(561) (VIMSS)	COG3038	C	Cytochrome B561			GO:0006118,GO:0016021	1.10.2.-	
3446176			7023	1489530	1489467	-	b4597	rydC	sRNA regulator of yejABEF (RefSeq)								
15540	NP_415936.1	16129378	7023	1489701	1489874	+	b1419	ydcA	hypothetical protein (NCBI)								
1936500	YP_025301.1	49176107	7023	1490095	1489946	-	b4428	hokB	toxic polypeptide, small (NCBI)						GO:0016020		
15541	NP_415937.1	16129379	7023	1490153	1489986	-	b1420	mokB	regulatory peptide (NCBI)								
1936501			7023	1490143	1490198	+	b4429	sokB	Antisense sRNA blocking mokB, and hence hokB, translation (RefSeq)								
15542	NP_415938.1	16129380	7023	1490494	1492134	+	b1421	trg	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor (NCBI)	COG840	NT	Methyl-accepting chemotaxis protein			GO:0006935,GO:0007165,GO:0016020,GO:0004888		
15543	NP_415939.2	90111269	7023	1493095	1492172	-	b1422	ydcI	putative transcriptional regulator LYSR-type (VIMSS)	COG583	K	Transcriptional regulator			GO:0006355,GO:0003700		
15544	NP_415940.1	16129382	7023	1493312	1494655	+	b1423	ydcJ	hypothetical protein (NCBI)	COG5383	S	Uncharacterized protein conserved in bacteria					
15545	NP_415941.5	145698256	7023	1494880	1496535	+	b1424	mdoD	glucan biosynthesis protein, periplasmic (RefSeq)	COG3131	P	Periplasmic glucans biosynthesis protein	TIGR01409 Tat (twin-arginine translocation) pathway signal sequence	Protein fate:Protein and peptide secretion and trafficking	GO:0016051,GO:0042597,GO:0003824,GO:0030246		
